InvoiceID,VendorID,VendorName,Country,VendorCurrency,InvoiceDate,DueDate,PaymentDate,InvoiceAmount,InvoiceCurrency,Status,PaymentID,ActualPaymentDate,PaymentAmount,PaymentCurrency,DaysToPay,IsOverdue,OutstandingAmount
1376,20,MetroCatering Supplies,UK,GBP,2025-01-02,2025-01-16,2025-01-15,920.0,GBP,Paid,P246,2025-01-15,920.0,GBP,13.0,0,0
1377,1,CleanPro Services,UK,GBP,2025-01-04,2025-02-03,2025-02-07,385.0,GBP,Paid Late,P247,2025-02-07,385.0,GBP,34.0,0,0
1378,3,TechFix IT Support,UK,GBP,2025-01-06,2025-02-05,,1320.0,GBP,Unpaid,,,,,,1,1320.0
1379,2,FreshFoods Wholesale,UK,GBP,2025-01-08,2025-01-22,2025-01-21,2180.0,GBP,Paid,P248,2025-01-21,2180.0,GBP,13.0,0,0
1380,5,EuroLogistics Transport,DE,EUR,2025-01-10,2025-02-09,2025-02-17,2080.0,EUR,Paid Late,P249,2025-02-17,2080.0,EUR,38.0,0,0
1381,7,SecureGuard Maintenance,UK,GBP,2025-01-12,2025-03-13,,6650.0,GBP,Unpaid,,,,,,1,6650.0
1382,4,OfficeHub Supplies,UK,GBP,2025-01-14,2025-02-28,2025-03-03,630.0,GBP,Paid Late,P250,2025-03-03,630.0,GBP,48.0,0,0
1383,6,LinenPro Solutions,UK,GBP,2025-01-16,2025-02-15,2025-02-14,820.0,GBP,Paid,,,,,29.0,0,0
1384,8,GreenLeaf Waste Management,UK,GBP,2025-01-18,2025-02-17,,1200.0,GBP,Overdue,,,,,,1,1200.0
1385,10,BlueWave Marketing,UK,GBP,2025-01-20,2025-02-19,2025-02-23,2320.0,GBP,Paid Late,,,,,34.0,0,0
1386,11,PrimeBeverage Distribution,UK,GBP,2025-01-22,2025-02-05,2025-02-04,760.0,GBP,Paid,,,,,13.0,0,0
1387,12,NorthStar Consulting,UK,GBP,2025-01-24,2025-02-23,,3680.0,GBP,Unpaid,,,,,,1,3680.0
1388,14,EuroFresh Produce,NL,EUR,2025-01-26,2025-02-09,2025-02-16,1520.0,EUR,Paid Late,,,,,21.0,0,0
1389,15,FixRight Electrical,UK,GBP,2025-01-28,2025-02-27,2025-02-26,355.0,GBP,Paid,,,,,29.0,0,0
1390,16,PrintWorks Media,UK,GBP,2025-01-30,2025-03-01,,720.0,GBP,Unpaid,,,,,,1,720.0
1391,17,SafeRoute Transport,UK,GBP,2025-02-01,2025-03-03,2025-03-07,2080.0,GBP,Paid Late,,,,,34.0,0,0
1392,18,UltraClean Hygiene,UK,GBP,2025-02-03,2025-03-05,2025-03-04,610.0,GBP,Paid,,,,,29.0,0,0
1393,19,DataCore Cloud Services,UK,GBP,2025-02-05,2025-03-07,,1120.0,GBP,Unpaid,,,,,,1,1120.0
1394,20,MetroCatering Supplies,UK,GBP,2025-02-07,2025-02-21,2025-02-20,940.0,GBP,Paid,,,,,13.0,0,0
1395,1,CleanPro Services,UK,GBP,2025-02-09,2025-03-11,2025-03-15,395.0,GBP,Paid Late,,,,,34.0,0,0
1396,3,TechFix IT Support,UK,GBP,2025-02-11,2025-03-13,,1350.0,GBP,Unpaid,,,,,,1,1350.0
1397,2,FreshFoods Wholesale,UK,GBP,2025-02-13,2025-02-27,2025-02-26,2220.0,GBP,Paid,,,,,13.0,0,0
1398,5,EuroLogistics Transport,DE,EUR,2025-02-15,2025-03-17,2025-03-25,2120.0,EUR,Paid Late,,,,,38.0,0,0
1399,7,SecureGuard Maintenance,UK,GBP,2025-02-17,2025-04-18,,6800.0,GBP,Unpaid,,,,,,1,6800.0
1400,4,OfficeHub Supplies,UK,GBP,2025-02-19,2025-04-05,2025-04-08,650.0,GBP,Paid Late,,,,,48.0,0,0
